,compoundA,compoundB,success
1032,1000,0.25,FALSE
1033,900,0.59,FALSE
1034,1300,0.25,FALSE
1035,1200,0.36,FALSE
1036,1000,0.51,FALSE
1037,900,0.3,FALSE
1038,1000,0.23,FALSE
1039,700,0.17,FALSE
1040,600,0.17,FALSE
1041,700,0.47,FALSE
1042,1200,0.2,FALSE
1043,800,0.18,FALSE
1044,1300,0.29,FALSE
1045,1000,0.18,FALSE
1046,900,0.23,TRUE
1047,1300,0.24,FALSE
1048,900,0.42,FALSE
1049,1200,0.22,FALSE
1050,900,0.46,FALSE
1051,600,0.59,FALSE
1052,1000,0.2,FALSE
1053,1000,0.6,FALSE
1054,600,0.17,FALSE
1055,700,0.18,FALSE
1056,1000,0.23,FALSE
1057,1300,0.25,FALSE
1058,1400,0.3,FALSE
1059,1100,0.65,FALSE
1060,1000,0.19,FALSE
1061,700,0.17,FALSE
1062,700,0.17,FALSE
1063,600,0.17,FALSE
1064,700,0.17,FALSE
1065,1500,0.62,FALSE
1066,900,0.55,FALSE
1067,1000,0.23,FALSE
1068,1000,0.19,FALSE
1069,1000,0.37,FALSE
1070,700,0.19,FALSE
1071,1400,0.59,FALSE
1072,1000,0.2,FALSE
1073,900,0.22,FALSE
1074,900,0.74,FALSE
1075,400,0.6,FALSE
1076,900,0.58,FALSE
1077,1300,0.35,TRUE
1078,1600,0.3,FALSE
1079,500,0.18,FALSE
1080,1000,0.56,FALSE
1081,700,0.17,FALSE
1082,900,0.27,FALSE
1083,1400,0.68,FALSE
1084,700,0.18,FALSE
1085,800,0.17,FALSE
1086,700,0.17,FALSE
1087,900,0.46,FALSE
1088,1000,0.42,FALSE
1089,700,0.17,FALSE
1090,700,0.17,FALSE
1091,1000,0.24,FALSE
1092,700,0.17,FALSE
1093,900,0.44,FALSE
1094,700,0.18,FALSE
1095,900,0.62,FALSE
1096,1300,0.29,FALSE
1097,800,0.17,FALSE
1098,700,0.17,FALSE
1099,1000,0.18,FALSE
1100,1100,0.23,FALSE
1101,700,0.17,FALSE
1102,1000,0.19,FALSE
1103,400,0.79,FALSE
1104,1000,0.22,FALSE
1105,1300,0.78,FALSE
1106,1000,0.27,FALSE
1107,1000,0.65,FALSE
1108,1200,0.69,TRUE
1109,1000,0.18,FALSE
1110,1600,0.48,FALSE
1111,1300,0.26,FALSE
1112,1000,0.43,FALSE
1113,1000,0.21,FALSE
1114,1000,0.21,FALSE
1115,900,0.65,FALSE
1116,1400,0.37,TRUE
1117,200,0.47,FALSE
1118,1000,0.19,FALSE
1119,1000,0.39,FALSE
1120,900,0.18,FALSE
1121,900,0.18,FALSE
1122,900,0.4,FALSE
1123,1300,0.66,FALSE
1124,1200,0.21,FALSE
1125,1000,0.39,FALSE
1126,1300,0.22,FALSE
1127,1300,0.3,FALSE
1128,1000,0.22,FALSE
1129,1000,0.19,FALSE
1130,1300,0.9,FALSE
1131,800,0.18,FALSE
1132,900,0.19,FALSE
1133,1000,0.31,FALSE
1134,900,0.37,FALSE
1135,1000,0.2,FALSE
1136,1000,0.23,FALSE
1137,900,0.66,FALSE
1138,900,0.22,FALSE
1139,1100,0.4,FALSE
1140,1400,0.33,FALSE
1141,600,0.75,FALSE
1142,1000,0.22,FALSE
1143,1000,0.41,FALSE
1144,1000,0.18,FALSE
1145,800,0.17,FALSE
1146,900,0.28,FALSE
1147,700,0.18,FALSE
1148,900,0.7,FALSE
1149,1300,0.23,FALSE
1150,1300,0.34,FALSE
1151,400,0.48,FALSE
1152,600,0.17,FALSE
1153,600,0.17,FALSE
1154,1000,0.6,FALSE
1155,1000,0.22,FALSE
1156,1300,0.73,FALSE
1157,700,0.18,FALSE
1158,1300,0.4,FALSE
1159,900,0.44,FALSE
1160,900,0.34,FALSE
1161,900,0.18,FALSE
1162,1000,0.35,FALSE
1163,700,0.18,FALSE
1164,1000,0.22,FALSE
1165,1000,0.19,FALSE
1166,900,0.19,FALSE
1167,400,0.63,FALSE
1168,900,0.73,FALSE
1169,1000,0.18,FALSE
1170,900,0.19,FALSE
1171,1400,0.76,FALSE
1172,1000,0.23,FALSE
1173,800,0.19,FALSE
1174,900,0.18,FALSE
1175,1000,0.21,FALSE
1176,600,0.17,FALSE
1177,1300,0.24,FALSE
1178,300,0.5,FALSE
1179,1000,0.26,FALSE
1180,400,0.8,FALSE
1181,900,0.51,FALSE
1182,700,0.18,FALSE
1183,1000,0.18,FALSE
1184,1000,0.34,FALSE
1185,1000,0.21,FALSE
1186,700,0.17,FALSE
1187,1000,0.18,FALSE
1188,800,0.17,FALSE
1189,1000,0.24,FALSE
1190,900,0.19,FALSE
1191,1000,0.72,FALSE
1192,600,0.28,FALSE
1193,700,0.18,FALSE
1194,1000,0.2,FALSE
1195,1000,0.38,FALSE
1196,1000,0.5,FALSE
1197,1000,0.25,FALSE
1198,1200,0.23,FALSE
1199,600,0.22,FALSE
1200,700,0.18,FALSE
1201,1300,0.43,FALSE
1202,700,0.32,FALSE
1203,1300,0.7,FALSE
1204,700,0.18,FALSE
1205,600,0.17,FALSE
1206,1000,0.2,FALSE
1207,700,0.17,FALSE
1208,1000,0.22,FALSE
1209,1000,0.19,FALSE
1210,1000,0.19,FALSE
1211,1300,0.22,FALSE
1212,1000,0.2,FALSE
1213,900,0.64,FALSE
1214,900,0.56,FALSE
1215,1500,0.36,TRUE
1216,1300,0.27,FALSE
1217,1000,0.69,FALSE
1218,900,0.48,FALSE
1219,900,0.57,FALSE
1220,1200,0.3,FALSE
1221,900,0.46,FALSE
1222,1000,0.44,FALSE
1223,1300,0.24,FALSE
1224,700,0.17,FALSE
1225,1000,0.22,FALSE
1226,1300,0.27,FALSE
1227,1000,0.22,FALSE
1228,600,0.17,FALSE
1229,1000,0.53,FALSE
1230,800,0.19,FALSE
1231,1300,0.22,FALSE
1232,1000,0.19,FALSE
1233,900,0.61,FALSE
1234,1000,0.19,FALSE
1235,900,0.19,FALSE
1236,700,0.17,FALSE
1237,1000,0.41,FALSE
1238,1300,0.23,FALSE
1239,600,0.17,FALSE
1240,900,0.34,FALSE
1241,1300,0.23,FALSE
1242,700,0.18,FALSE
1243,1000,0.32,FALSE
1244,500,0.54,FALSE
1245,1000,0.28,FALSE
1246,500,0.45,FALSE
1247,100,0.23,FALSE
1248,900,0.43,FALSE
1249,1000,0.2,FALSE
1250,900,0.59,FALSE
1251,700,0.17,FALSE
1252,1000,0.19,FALSE
1253,1000,0.22,FALSE
1254,1300,0.38,FALSE
1255,1000,0.25,FALSE
1256,1200,0.33,TRUE
1257,700,0.17,FALSE
1258,900,0.79,FALSE
1259,700,0.18,FALSE
1260,1000,0.26,FALSE
1261,1000,0.81,FALSE
1262,1000,0.21,FALSE
1263,600,0.18,FALSE
1264,600,0.17,FALSE
1265,1000,0.2,FALSE
1266,900,0.45,FALSE
1267,1000,0.26,FALSE
1268,1300,0.22,FALSE
1269,900,0.68,FALSE
1270,1400,0.21,FALSE
1271,700,0.17,FALSE
1272,1000,0.28,FALSE
1273,900,0.18,FALSE
1274,1300,0.69,FALSE
1275,1300,0.33,FALSE
1276,1300,0.63,FALSE
1277,900,0.55,FALSE
1278,600,0.17,FALSE
1279,1200,0.26,FALSE
1280,600,0.22,FALSE
1281,700,0.18,FALSE
1282,900,0.75,FALSE
1283,1300,0.55,FALSE
1284,700,0.17,FALSE
1285,1000,0.19,FALSE
1286,1000,0.2,FALSE
1287,400,0.6,FALSE
1288,900,0.76,FALSE
1289,700,0.18,FALSE
1290,1000,0.23,FALSE
1291,900,0.24,FALSE
1292,900,0.71,FALSE
1293,1000,0.23,FALSE
1294,900,0.41,FALSE
1295,1000,0.21,FALSE
1296,1000,0.19,FALSE
1297,600,0.17,FALSE
1298,500,0.17,FALSE
1299,1000,0.24,FALSE
1300,1300,0.23,FALSE
1301,900,0.38,FALSE
1302,1000,0.2,FALSE
1303,1300,0.28,FALSE
1304,1000,0.18,FALSE
1305,1000,0.18,FALSE
1306,900,0.17,FALSE
1307,1300,0.25,FALSE
1308,700,0.17,FALSE
1309,1000,0.39,FALSE
1310,1000,0.21,FALSE
1311,1000,0.19,FALSE
1312,600,0.39,FALSE
1313,1300,0.28,FALSE
1314,1000,0.21,FALSE
1315,700,0.17,FALSE
1316,900,0.67,FALSE
1317,1000,0.21,FALSE
1318,1300,0.25,FALSE
1319,1000,0.19,FALSE
1320,600,0.17,FALSE
1321,1100,0.48,FALSE
1322,1100,0.25,FALSE
1323,1000,0.21,FALSE
1324,900,0.6,FALSE
1325,1400,0.58,FALSE
1326,1400,0.36,FALSE
1327,900,0.19,FALSE
1328,1000,0.19,FALSE
1329,1000,0.23,FALSE
1330,1000,0.2,FALSE
1331,900,0.75,FALSE
1332,900,0.66,FALSE
1333,700,0.18,FALSE
1334,1000,0.2,FALSE
1335,1000,0.18,FALSE
1336,1000,0.21,FALSE
1337,700,0.17,FALSE
1338,1200,0.21,FALSE
1339,900,0.45,FALSE
1340,1400,0.29,FALSE
1341,800,0.19,FALSE
1342,1000,0.18,FALSE
1343,1000,0.19,FALSE
1344,800,0.17,FALSE
1345,700,0.17,FALSE
1346,1300,0.26,FALSE
1347,1200,0.26,FALSE
1348,700,0.18,FALSE
1349,1000,0.28,FALSE
1350,900,0.68,FALSE
1351,1000,0.22,FALSE
1352,1000,0.19,FALSE
1353,900,0.8,FALSE
1354,1000,0.22,FALSE
1355,1000,0.21,FALSE
1356,900,0.18,FALSE
1357,900,0.2,FALSE
1358,1300,0.65,FALSE
1359,600,0.17,FALSE
1360,700,0.73,FALSE
1361,900,0.54,FALSE
1362,1000,0.43,FALSE
1363,700,0.17,FALSE
1364,900,0.19,FALSE
1365,1000,0.43,FALSE
1366,1000,0.2,FALSE
1367,1000,0.19,FALSE
1368,1000,0.22,FALSE
1369,700,0.18,FALSE
1370,900,0.65,FALSE
1371,600,0.17,FALSE
1372,700,0.17,FALSE
1373,1000,0.18,FALSE
1374,1000,0.2,FALSE
1375,600,0.17,FALSE
1376,1000,0.18,FALSE
1377,700,0.18,FALSE
1378,600,0.17,FALSE
1379,700,0.18,FALSE
1380,900,0.29,FALSE
1381,1000,0.18,FALSE
1382,1000,0.67,FALSE
1383,1400,0.33,FALSE
1384,900,0.2,FALSE
1385,700,0.26,FALSE
1386,1000,0.2,FALSE
1387,1000,0.21,FALSE
1388,1200,0.24,FALSE
1389,900,0.19,FALSE
1390,1000,0.68,FALSE
1391,1000,0.23,FALSE
1392,600,0.18,FALSE
1393,900,0.5,FALSE
1394,1000,0.21,FALSE
1395,900,0.71,FALSE
1396,1000,0.19,FALSE
1397,1000,0.19,FALSE
1398,1000,0.2,FALSE
1399,900,0.35,FALSE
1400,900,0.19,FALSE
1401,600,0.72,FALSE
1402,700,0.57,FALSE
1403,1400,0.24,FALSE
1404,1300,0.22,FALSE
1405,700,0.17,FALSE
1406,1000,0.2,FALSE
1407,1000,0.29,FALSE
1408,1300,0.37,FALSE
1409,1000,0.21,FALSE
1410,1000,0.22,FALSE
1411,1000,0.19,FALSE
1412,1000,0.73,FALSE
1413,500,0.17,FALSE
1414,1300,0.26,FALSE
1415,1000,0.19,FALSE
1416,900,0.23,FALSE
1417,1000,0.18,FALSE
1418,900,0.64,FALSE
1419,900,0.19,FALSE
1420,1300,0.24,FALSE
1421,1000,0.22,FALSE
1422,1100,0.41,FALSE
1423,900,0.39,TRUE
1424,1000,0.65,FALSE
1425,1000,0.21,FALSE
1426,1000,0.19,FALSE
1427,1000,0.19,FALSE
1428,1000,0.22,FALSE
1429,600,0.24,FALSE
1430,1000,0.2,FALSE
1431,900,0.54,FALSE
1432,600,0.17,FALSE
1433,1300,0.22,FALSE
1434,800,0.18,FALSE
1435,1000,0.36,TRUE
1436,900,0.22,FALSE
1437,900,0.31,FALSE
1438,1100,0.4,FALSE
1439,1000,0.63,FALSE
1440,1300,0.42,FALSE
1441,1500,0.42,FALSE
1442,300,0.66,FALSE
1443,1300,0.65,FALSE
1444,900,0.67,FALSE
1445,1000,0.2,FALSE
1446,1200,0.22,FALSE
1447,1000,0.41,FALSE
1448,1000,0.19,FALSE
1449,900,0.64,FALSE
1450,200,0.74,FALSE
1451,500,0.25,FALSE
1452,1000,0.2,FALSE
1453,900,0.42,FALSE
1454,600,0.17,FALSE
1455,900,0.23,FALSE
1456,1000,0.22,FALSE
1457,1000,0.48,FALSE
1458,900,0.69,FALSE
1459,900,0.71,FALSE
1460,900,0.22,FALSE
1461,900,0.61,FALSE
1462,500,0.17,FALSE
1463,1200,0.22,FALSE
1464,600,0.32,FALSE
1465,900,0.87,FALSE
1466,800,0.17,FALSE
1467,900,0.18,FALSE
1468,900,0.19,FALSE
1469,900,0.18,FALSE
1470,900,0.32,FALSE
1471,1000,0.32,FALSE
1472,700,0.18,FALSE
1473,800,0.17,FALSE
1474,900,0.84,FALSE
1475,600,0.18,FALSE
1476,900,0.62,FALSE
1477,1000,0.32,FALSE
1478,1000,0.3,FALSE
1479,700,0.17,FALSE
1480,900,0.64,FALSE
1481,1000,0.62,FALSE
1482,1500,0.56,FALSE
1483,1000,0.21,FALSE
1484,1000,0.2,FALSE
1485,1000,0.74,FALSE
1486,1000,0.27,FALSE
1487,600,0.17,FALSE
1488,700,0.18,FALSE
1489,700,0.17,FALSE
1490,1000,0.31,FALSE
1491,1000,0.2,FALSE
1492,1100,0.3,FALSE
1493,900,0.48,FALSE
1494,1000,0.2,FALSE
1495,1300,0.23,FALSE
1496,900,0.48,FALSE
1497,1000,0.2,FALSE
1498,900,0.59,FALSE
1499,1000,0.52,FALSE
1500,1000,0.6,FALSE
1501,500,0.18,FALSE
1502,1000,0.2,FALSE
1503,1000,0.21,FALSE
1504,1000,0.21,FALSE
1505,1000,0.2,FALSE
1506,1400,0.56,FALSE
1507,900,0.21,FALSE
1508,600,0.17,FALSE
1509,900,0.7,FALSE
1510,700,0.17,FALSE
1511,900,0.64,FALSE
1512,700,0.19,FALSE
1513,700,0.17,FALSE
1514,900,0.42,FALSE
1515,900,0.26,FALSE
1516,800,0.18,FALSE
1517,900,0.19,FALSE
1518,900,0.23,FALSE
1519,900,0.74,FALSE
1520,900,0.19,FALSE
1521,900,0.33,FALSE
1522,700,0.17,FALSE
1523,1000,0.41,FALSE
1524,700,0.17,FALSE
1525,700,0.18,FALSE
1526,1000,0.23,FALSE
1527,900,0.62,FALSE
1528,1300,0.22,FALSE
1529,800,0.17,FALSE
1530,1500,0.62,FALSE
1531,1000,0.75,FALSE
1532,700,0.18,FALSE
1533,1400,0.65,FALSE
1534,900,0.25,FALSE
1535,900,0.5,FALSE
1536,600,0.67,FALSE
1537,800,0.17,FALSE
1538,900,0.31,FALSE
1539,700,0.18,FALSE
1540,800,0.19,FALSE
1541,1000,0.7,FALSE
1542,500,0.37,FALSE
1543,1400,0.49,FALSE
1544,1400,0.44,FALSE
1545,900,0.43,FALSE
1546,1300,0.27,FALSE
1547,1100,0.54,FALSE
1548,1300,0.37,FALSE
1549,900,0.72,FALSE
1550,700,0.17,FALSE
1551,1000,0.57,FALSE
1552,600,0.69,FALSE
1553,1100,0.19,FALSE
1554,1000,0.21,FALSE
1555,700,0.18,FALSE
1556,900,0.71,FALSE
1557,200,0.75,FALSE
1558,700,0.17,FALSE
1559,800,0.17,FALSE
1560,900,0.51,FALSE
1561,1000,0.19,FALSE
1562,1000,0.18,FALSE
1563,1000,0.18,FALSE
1564,700,0.17,FALSE
1565,1000,0.19,FALSE
1566,1200,0.38,FALSE
1567,1000,0.19,FALSE
1568,1000,0.28,FALSE
1569,900,0.43,FALSE
1570,700,0.18,FALSE
1571,600,0.17,FALSE
1572,1000,0.19,FALSE
1573,1000,0.61,FALSE
1574,900,0.56,FALSE
1575,600,0.68,FALSE
1576,900,0.37,FALSE
1577,1300,0.67,FALSE
1578,900,0.23,FALSE
1579,900,0.47,FALSE
1580,900,0.65,TRUE
1581,1000,0.63,FALSE
1582,900,0.19,FALSE
1583,900,0.72,FALSE
1584,700,0.18,FALSE
1585,1000,0.67,FALSE
1586,400,0.52,FALSE
1587,600,0.18,FALSE
1588,1000,0.21,FALSE
1589,600,0.17,FALSE
1590,1500,0.71,FALSE
1591,900,0.21,FALSE
1592,1600,0.58,TRUE
1593,800,0.17,FALSE
1594,900,0.26,FALSE
1595,1000,0.18,FALSE
1596,600,0.17,FALSE
1597,400,0.68,FALSE
1598,1000,0.2,FALSE
1599,1000,0.22,FALSE
1600,300,0.64,FALSE
1601,1000,0.22,FALSE
1602,900,0.57,FALSE
1603,1300,0.71,FALSE
1604,900,0.67,FALSE
1605,1400,0.3,FALSE
1606,1000,0.21,FALSE
1607,900,0.23,FALSE
1608,700,0.64,FALSE
1609,1000,0.72,FALSE
1610,900,0.66,FALSE
1611,1000,0.18,FALSE
1612,500,0.63,FALSE
1613,900,0.48,FALSE
1614,1400,0.75,FALSE
1615,1300,0.28,FALSE
1616,700,0.17,FALSE
1617,1000,0.59,FALSE
1618,1300,0.3,FALSE
1619,900,0.35,FALSE
1620,700,0.17,FALSE
1621,1000,0.2,FALSE
1622,700,0.17,FALSE
1623,1300,0.5,TRUE
1624,1000,0.33,FALSE
1625,1000,0.19,FALSE
1626,1000,0.2,FALSE
1627,900,0.29,FALSE
1628,1000,0.17,FALSE
1629,900,0.48,FALSE
1630,700,0.17,FALSE
1631,600,0.17,FALSE
1632,1000,0.23,FALSE
1633,900,0.58,FALSE
1634,1200,0.28,FALSE
1635,1300,0.46,TRUE
1636,900,0.39,FALSE
1637,1000,0.22,FALSE
1638,1400,0.42,FALSE
1639,1000,0.18,FALSE
1640,1000,0.19,FALSE
1641,900,0.49,FALSE
1642,1000,0.19,FALSE
1643,900,0.7,FALSE
1644,900,0.17,FALSE
1645,1500,0.6,FALSE
1646,900,0.19,FALSE
1647,800,0.17,FALSE
1648,800,0.33,FALSE
1649,1300,0.25,FALSE
1650,1000,0.62,FALSE
1651,1000,0.21,FALSE
1652,500,0.72,FALSE
1653,700,0.18,FALSE
1654,1000,0.19,FALSE
1655,1000,0.69,FALSE
1656,900,0.8,FALSE
1657,1300,0.51,FALSE
1658,900,0.57,FALSE
1659,1300,0.24,FALSE
1660,500,0.65,FALSE
1661,900,0.55,FALSE
1662,1000,0.2,FALSE
1663,1000,0.65,FALSE
1664,1200,0.72,FALSE
1665,1000,0.19,FALSE
1666,900,0.65,FALSE
1667,700,0.45,FALSE
1668,900,0.36,FALSE
1669,700,0.18,FALSE
1670,1300,0.35,FALSE
1671,900,0.23,FALSE
1672,900,0.8,FALSE
1673,1000,0.24,FALSE
1674,1300,0.25,FALSE
1675,1400,0.48,TRUE
1676,900,0.39,FALSE
1677,1500,0.68,FALSE
1678,900,0.29,FALSE
1679,900,0.66,FALSE
1680,700,0.18,FALSE
1681,1000,0.2,FALSE
1682,700,0.17,FALSE
1683,900,0.66,FALSE
1684,1000,0.19,FALSE
1685,700,0.18,FALSE
1686,1000,0.21,FALSE
1687,400,0.22,FALSE
1688,900,0.58,FALSE
1689,1000,0.25,FALSE
1690,1300,0.23,FALSE
1691,700,0.17,FALSE
1692,700,0.18,FALSE
1693,1000,0.22,FALSE
1694,600,0.67,FALSE
1695,500,0.17,FALSE
1696,900,0.18,FALSE
1697,1000,0.22,FALSE
1698,700,0.18,FALSE
1699,1000,0.46,FALSE
1700,1000,0.21,FALSE
1701,900,0.37,FALSE
1702,700,0.17,FALSE
1703,900,0.76,FALSE
1704,800,0.38,FALSE
1705,1000,0.2,FALSE
1706,1000,0.24,FALSE
1707,1300,0.36,FALSE
1708,700,0.33,FALSE
1709,900,0.36,FALSE
1710,1300,0.72,FALSE
1711,1300,0.42,TRUE
1712,900,0.74,FALSE
1713,1000,0.49,FALSE
1714,1300,0.66,TRUE
1715,1000,0.34,FALSE
1716,900,0.65,FALSE
1717,700,0.17,FALSE
1718,1000,0.4,FALSE
1719,1000,0.7,FALSE
1720,800,0.17,FALSE
1721,700,0.17,FALSE
1722,900,0.46,FALSE
1723,1000,0.24,FALSE
1724,1000,0.43,FALSE
1725,900,0.71,FALSE
1726,600,0.69,FALSE
1727,1000,0.22,FALSE
1728,1000,0.37,FALSE
1729,900,0.61,FALSE
1730,900,0.28,FALSE
1731,900,0.72,FALSE
1732,1300,0.3,FALSE
1733,700,0.17,FALSE
1734,900,0.64,FALSE
1735,800,0.17,FALSE
1736,1000,0.24,FALSE
1737,900,0.56,FALSE
1738,500,0.7,FALSE
1739,1400,0.58,FALSE
1740,900,0.19,FALSE
1741,1100,0.28,FALSE
1742,900,0.62,FALSE
1743,800,0.17,FALSE
1744,1000,0.19,FALSE
1745,900,0.37,FALSE
1746,1000,0.34,FALSE
1747,1100,0.67,FALSE
1748,1000,0.19,FALSE
1749,1000,0.65,FALSE
1750,200,0.58,FALSE
1751,1000,0.74,FALSE
1752,1000,0.37,FALSE
1753,1400,0.45,FALSE
1754,900,0.64,FALSE
1755,1000,0.19,FALSE
1756,1400,0.61,FALSE
1757,1200,0.19,FALSE
1758,900,0.29,FALSE
1759,1300,0.3,FALSE
1760,1000,0.63,FALSE
1761,1300,0.23,FALSE
1762,700,0.18,FALSE
1763,1000,0.29,FALSE
1764,1000,0.19,FALSE
1765,700,0.17,FALSE
1766,700,0.18,FALSE
1767,900,0.31,FALSE
1768,1200,0.2,FALSE
1769,900,0.59,FALSE
1770,600,0.17,FALSE
1771,900,0.22,FALSE
1772,600,0.23,FALSE
1773,1000,0.33,FALSE
1774,1300,0.22,FALSE
1775,1400,0.39,FALSE
1776,400,0.73,FALSE
1777,800,0.18,FALSE
1778,1000,0.19,FALSE
1779,900,0.39,FALSE
1780,900,0.82,FALSE
1781,900,0.65,FALSE
1782,700,0.52,FALSE
1783,800,0.17,FALSE
1784,700,0.17,FALSE
1785,1300,0.22,FALSE
1786,1000,0.54,FALSE
1787,900,0.2,FALSE
1788,1000,0.2,FALSE
1789,900,0.39,FALSE
1790,1000,0.61,FALSE
1791,800,0.73,FALSE
1792,800,0.17,FALSE
1793,700,0.17,FALSE
1794,1000,0.2,FALSE
1795,800,0.18,FALSE
1796,1000,0.22,FALSE
1797,1000,0.21,FALSE
1798,1400,0.51,TRUE
1799,1000,0.23,FALSE
1800,700,0.19,FALSE
1801,900,0.55,FALSE
1802,1000,0.2,FALSE
1803,700,0.18,FALSE
1804,700,0.17,FALSE
1805,1300,0.25,FALSE
1806,1000,0.21,FALSE
1807,1300,0.34,FALSE
1808,1300,0.26,FALSE
1809,1000,0.26,FALSE
1810,900,0.76,FALSE
1811,800,0.17,FALSE
1812,1000,0.2,FALSE
1813,1300,0.55,FALSE
1814,1200,0.21,FALSE
1815,1000,0.26,FALSE
1816,700,0.17,FALSE
1817,600,0.55,FALSE
1818,1000,0.2,FALSE
1819,1000,0.19,FALSE
1820,1400,0.45,FALSE
1821,900,0.18,FALSE
1822,1000,0.21,FALSE
1823,800,0.18,FALSE
1824,900,0.31,FALSE
1825,700,0.17,FALSE
1826,1000,0.67,FALSE
1827,600,0.17,FALSE
1828,1600,0.28,FALSE
1829,600,0.17,FALSE
1830,1000,0.44,FALSE
1831,900,0.66,FALSE
1832,1000,0.22,FALSE
1833,900,0.18,FALSE
1834,900,0.29,FALSE
1835,900,0.31,FALSE
1836,800,0.19,FALSE
1837,900,0.69,FALSE
1838,1100,0.34,FALSE
1839,900,0.67,FALSE
1840,900,0.36,FALSE
1841,1000,0.2,FALSE
1842,1000,0.31,FALSE
1843,700,0.17,FALSE
1844,700,0.18,FALSE
1845,900,0.22,FALSE
1846,900,0.21,FALSE
1847,900,0.59,FALSE
1848,900,0.33,FALSE
1849,1000,0.25,FALSE
1850,700,0.3,FALSE
1851,900,0.18,FALSE
1852,900,0.21,FALSE
1853,400,0.51,FALSE
1854,400,0.32,FALSE
1855,900,0.45,FALSE
1856,1000,0.2,FALSE
1857,900,0.52,FALSE
1858,900,0.21,FALSE
1859,1300,0.4,FALSE
1860,1400,0.25,FALSE
1861,900,0.36,FALSE
1862,900,0.36,FALSE
1863,1400,0.3,FALSE
1864,1000,0.26,FALSE
1865,1400,0.29,FALSE
1866,1300,0.4,FALSE
1867,900,0.33,FALSE
1868,700,0.18,FALSE
1869,1000,0.35,FALSE
1870,800,0.19,FALSE
1871,1300,0.22,FALSE
1872,800,0.19,FALSE
1873,900,0.18,FALSE
1874,1000,0.22,FALSE
1875,600,0.18,FALSE
1876,900,0.43,FALSE
1877,1000,0.22,FALSE
1878,900,0.18,FALSE
1879,900,0.22,FALSE
1880,700,0.4,TRUE
1881,1300,0.22,FALSE
1882,900,0.19,FALSE
1883,900,0.33,FALSE
1884,700,0.19,FALSE
1885,1000,0.22,FALSE
1886,1300,0.24,FALSE
1887,1300,0.24,FALSE
1888,1000,0.2,FALSE
1889,900,0.19,FALSE
1890,1000,0.19,FALSE
1891,900,0.18,FALSE
1892,400,0.56,FALSE
1893,1000,0.25,FALSE
1894,1500,0.66,FALSE
1895,900,0.66,FALSE
1896,1000,0.37,FALSE
1897,700,0.18,FALSE
1898,1300,0.23,FALSE
1899,800,0.18,FALSE
1900,1300,0.22,FALSE
1901,900,0.64,FALSE
1902,500,0.17,FALSE
1903,1000,0.19,FALSE
1904,700,0.18,FALSE
1905,1000,0.22,FALSE
1906,1000,0.22,FALSE
1907,1000,0.21,FALSE
1908,1000,0.33,FALSE
1909,1000,0.21,FALSE
1910,900,0.29,FALSE
1911,900,0.17,FALSE
1912,1400,0.65,FALSE
1913,1000,0.22,FALSE
1914,1300,0.22,FALSE
1915,1300,0.26,FALSE
1916,1000,0.19,FALSE
1917,900,0.71,FALSE
1918,900,0.21,FALSE
1919,900,0.2,FALSE
1920,900,0.6,FALSE
1921,1300,0.41,FALSE
1922,700,0.18,FALSE
1923,800,0.18,FALSE
1924,600,0.17,FALSE
1925,1300,0.39,FALSE
1926,900,0.22,FALSE
1927,1000,0.2,FALSE
1928,900,0.19,FALSE
1929,900,0.63,FALSE
1930,700,0.17,FALSE
1931,1000,0.21,FALSE
1932,900,0.63,FALSE
1933,1300,0.26,FALSE
1934,700,0.31,FALSE
1935,900,0.22,FALSE
1936,1000,0.19,FALSE
1937,900,0.43,FALSE
1938,1500,0.72,FALSE
1939,900,0.36,FALSE
1940,900,0.18,FALSE
1941,1000,0.2,FALSE
1942,1000,0.2,FALSE
1943,1000,0.26,FALSE
1944,400,0.69,FALSE
1945,900,0.22,FALSE
1946,900,0.43,FALSE
1947,1000,0.19,FALSE
1948,900,0.34,FALSE
1949,200,0.46,FALSE
1950,900,0.2,FALSE
1951,700,0.18,FALSE
1952,1300,0.41,FALSE
1953,900,0.34,FALSE
1954,1000,0.77,FALSE
1955,900,0.41,FALSE
1956,900,0.17,FALSE
1957,900,0.19,FALSE
1958,900,0.47,FALSE
1959,1000,0.18,FALSE
1960,900,0.24,FALSE
1961,400,0.45,FALSE
1962,800,0.19,FALSE
1963,1000,0.22,FALSE
1964,900,0.22,FALSE
1965,1000,0.26,FALSE
1966,700,0.17,FALSE
1967,1300,0.21,FALSE
1968,1000,0.2,FALSE
1969,1000,0.56,FALSE
1970,1000,0.21,FALSE
1971,800,0.18,FALSE
1972,900,0.2,FALSE
1973,1100,0.24,FALSE
1974,1000,0.58,FALSE
1975,400,0.68,FALSE
1976,1000,0.21,FALSE
1977,1300,0.33,FALSE
1978,1300,0.29,FALSE
1979,1000,0.18,FALSE
1980,600,0.17,FALSE
1981,1000,0.3,FALSE
1982,1000,0.18,FALSE
1983,800,0.17,FALSE
1984,1000,0.26,FALSE
1985,1000,0.23,FALSE
1986,1400,0.71,FALSE
1987,700,0.29,FALSE
1988,1000,0.29,FALSE
1989,900,0.21,FALSE
1990,900,0.19,FALSE
1991,900,0.2,FALSE
1992,1000,0.23,FALSE
1993,900,0.29,FALSE
1994,1000,0.65,FALSE
1995,1000,0.19,FALSE
